"품목명","단위","등급","가격","산지","친환경구분","입력일"
"[기타양채]케일","2kg","특(1등)","2300","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","2400","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","2500","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","2600","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","2700","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","3500","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","2800","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","3000","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","3400","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","2400","경기 용인시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","3100","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","4600","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","4700","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","4900","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","5100","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","2900","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","3000","경기 여주시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","4500","충북 음성군","일반","20200130"
"[기타양채]케일","2kg","특(1등)","2900","서울 송파구","일반","20200130"
"[기타양채]케일","2kg","특(1등)","3000","서울 송파구","일반","20200130"
"[기타양채]케일","2kg","특(1등)","3200","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","3300","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","3900","경기 이천시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","4200","서울","일반","20200130"
"[기타양채]케일","2kg","특(1등)","4500","서울","일반","20200130"
"[기타양채]케일","2kg","특(1등)","4600","서울","일반","20200130"
"[기타양채]케일","2kg","특(1등)","4100","경기 광주시","일반","20200130"
"[기타양채]케일","2kg","특(1등)","2200","충북 음성군","일반","20200130"
"[기타양채]케일","2kg","특(1등)","2300","충북 음성군","일반","20200130"
"[기타양채]케일","2kg","특(1등)","2400","충북 음성군","일반","20200130"
"[기타양채]케일","2kg","특(1등)","4200","충북 음성군","일반","20200130"
"[기타양채]치콘","2kg","특(1등)","5900","경기 이천시","일반","20200130"
"[기타양채]치콘","2kg","특(1등)","4900","경기 양평군","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","2500","서울 강동구","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","2900","서울 강동구","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","3100","서울 강동구","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1800","서울 강동구","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1900","서울 강동구","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1800","경기 하남시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","2000","경기 하남시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","2100","경기 하남시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","2200","경기 하남시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","2300","경기 하남시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1700","경기 이천시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1500","경기 이천시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1600","경기 이천시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","2400","경기 하남시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","2500","경기 하남시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1700","경기 하남시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1500","경기 하남시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1900","경기 하남시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","2200","경기 이천시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","2400","경기 이천시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1300","경기 이천시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1400","경기 이천시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1900","경기 이천시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1500","경기 용인시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1800","경기 여주시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","2000","경기 여주시","일반","20200130"
"[기타양채]치커리","2kg","특(1등)","1800","경기 성남시","무농약","20200130"
"[기타양채]치커리","2kg","특(1등)","1700","경기 남양주시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","3300","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5000","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5100","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","4100","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5200","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","3600","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5500","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","4100","경기 여주시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","4000","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5800","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5900","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5700","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","3500","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5600","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","3800","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","4500","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","3900","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","4800","경기 양평군","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5000","경기 양평군","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","4000","경기 광주시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5900","경기 광주시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","3800","경기 남양주시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","4900","경기 이천시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5000","경기 이천시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5600","경기 이천시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5800","경기 이천시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","6500","경기 이천시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","6200","경기 이천시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","2100","경기 이천시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","3600","경기 이천시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","4000","경기 이천시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5300","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","3200","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","5400","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","4600","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","4700","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","4800","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","3100","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","4900","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","6100","경기 용인시","일반","20200130"
"[기타양채]청경채","4kg","특(1등)","6300","경기 용인시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","21000","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","12000","제주 서귀포시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","13000","제주 서귀포시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","13500","제주 서귀포시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","8500","제주 서귀포시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","7000","제주 서귀포시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","10500","제주 서귀포시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","19000","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","13000","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","20000","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","22000","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","19500","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","15000","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","12000","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","18000","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","5000","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","20500","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","15500","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","11500","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","13500","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","17000","제주 제주시","일반","20200130"
"[기타양채]적콜라비","15kg","특(1등)","18500","제주 제주시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","1600","경기 광명시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","2500","경기 광명시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","1900","경기 광명시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","1700","경기 광명시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","5200","경기 광주시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","5400","경기 여주시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","4200","경기 양평군","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","1800","경기 양평군","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","3800","경기 양평군","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","3600","경기 양평군","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","4000","경기 양평군","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","4500","경기 이천시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","4800","경기 하남시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","6500","경기 이천시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","4800","경기 이천시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","5600","경기 이천시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","5800","경기 이천시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","5500","서울 송파구","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","1300","대구 동구","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","2600","경기 이천시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","2800","경기 이천시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","4500","경기 하남시","일반","20200130"
"[기타양채]적치커리","2kg","특(1등)","4600","경기 하남시","일반","20200130"
"[기타양채]적오크림","2kg","특(1등)","4600","경기 용인시","일반","20200130"
"[기타양채]적쌈배추","1kg","특(1등)","1900","서울 송파구","일반","20200130"
"[기타양채]적쌈배추","1kg","특(1등)","1800","서울 송파구","일반","20200130"
"[기타양채]적쌈배추","1kg","특(1등)","2000","서울 송파구","일반","20200130"
"[기타양채]적로즈","1kg","특(1등)","2000","서울 송파구","일반","20200130"
"[기타양채]적로즈","1kg","특(1등)","3500","경기 성남시","일반","20200130"
"[기타양채]적로메인","2kg","특(1등)","7500","경기 양평군","일반","20200130"
"[기타양채]적로메인","2kg","특(1등)","8800","경기 양평군","일반","20200130"
"[기타양채]적로메인","2kg","특(1등)","6900","경기 용인시","일반","20200130"
"[기타양채]적로메인","2kg","특(1등)","6700","경기 양평군","일반","20200130"
"[기타양채]적로메인","2kg","특(1등)","6900","경기 양평군","일반","20200130"
"[기타양채]적로메인","2kg","특(1등)","7600","경기 안성시","일반","20200130"
"[기타양채]적로메인","2kg","특(1등)","7900","경기 안성시","일반","20200130"
"[기타양채]적로메인","2kg","특(1등)","8200","경기 안성시","일반","20200130"
"[기타양채]적로메인","2kg","특(1등)","7100","경기 이천시","일반","20200130"
"[기타양채]적로메인","2kg","특(1등)","7200","경기 이천시","일반","20200130"
"[기타양채]적로메인","2kg","특(1등)","7900","경기 이천시","일반","20200130"
"[기타양채]적로메인","2kg","특(1등)","7400","경기 이천시","일반","20200130"
"[기타양채]적로메인","2kg","특(1등)","7500","경기 이천시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","1300","경기 이천시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","1800","경기 이천시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","1200","경기 이천시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","2000","경기 이천시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","3500","경기 이천시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","1000","경기 이천시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","2600","경기 이천시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","2500","경기 이천시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","900","경기 이천시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","1900","경기 이천시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","3000","경기 여주시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","3200","경기 여주시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","2000","경기 여주시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","2300","경기 여주시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","2500","경기 여주시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","2600","경기 여주시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","2700","경기 여주시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","3100","경기 여주시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","1000","경기 여주시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","1800","충북 음성군","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","2200","서울 송파구","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","1400","경기 이천시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","1600","경기 이천시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","1100","경기 이천시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","4200","경기 여주시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","4300","경기 여주시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","4500","경기 여주시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","1500","경기 여주시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","1300","경기 광주시","일반","20200130"
"[기타양채]적겨자잎","2kg","특(1등)","2100","경기 이천시","일반","20200130"
"[기타양채]오크림","2kg","특(1등)","8600","경기 성남시","무농약","20200130"
"[기타양채]오크림","2kg","특(1등)","7400","경기 용인시","일반","20200130"
"[기타양채]오크림","2kg","특(1등)","8900","경기 광명시","일반","20200130"
"[기타양채]오크림","2kg","특(1등)","9300","경기 이천시","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","2700","경북 김천시","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","1800","경기 남양주시","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","2300","경남 합천군","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","3200","경북 김천시","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","3300","경북 김천시","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","3400","경북 김천시","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","3000","경남 합천군","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","3300","경남 합천군","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","2000","경남 합천군","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","2500","경북 김천시","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","2600","경북 김천시","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","3100","경북 김천시","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","3000","경북 김천시","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","3500","경북 김천시","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","2100","경남 합천군","일반","20200130"
"[기타양채]쌈배추","1kg","특(1등)","2200","경남 합천군","일반","20200130"
"[기타양채]신쌈","2kg","특(1등)","4800","경기 성남시","일반","20200130"
"[기타양채]신쌈","2kg","특(1등)","7800","서울 송파구","일반","20200130"
"[기타양채]신쌈","2kg","특(1등)","4500","경기 성남시","일반","20200130"
"[기타양채]생채","2kg","특(1등)","8500","경기 이천시","일반","20200130"
"[기타양채]생채","2kg","특(1등)","1500","경기 포천시","일반","20200130"
"[기타양채]새싹",".5kg","특(1등)","3000","경기 양평군","일반","20200130"
"[기타양채]새싹",".5kg","특(1등)","3500","경기 성남시","일반","20200130"
"[기타양채]새싹",".05kg","보통(3등)","400","경기 양평군","일반","20200130"
"[기타양채]새싹",".05kg","보통(3등)","430","경기 성남시","일반","20200130"
"[기타양채]새싹",".05kg","보통(3등)","3500","경기 성남시","일반","20200130"
"[기타양채]새싹",".05kg","특(1등)","430","서울 송파구","일반","20200130"
"[기타양채]새싹",".05kg","특(1등)","430","경기 성남시","일반","20200130"
"[기타양채]새싹",".05kg","보통(3등)","450","서울 강동구","일반","20200130"
"[기타양채]빈스","1kg","특(1등)","6000","전남 광양시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","4500","서울 강동구","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","4700","서울 강동구","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","5500","서울 강동구","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","5600","서울 강동구","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","7700","서울 강동구","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","8000","서울 강동구","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","9000","서울 강동구","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","4900","경기 하남시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","2900","경기 하남시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","4500","경기 이천시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","4900","경기 이천시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","5400","경기 이천시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","2800","경기 이천시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","3000","경기 이천시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","3100","경기 이천시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","3800","경기 이천시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","3000","경기 안성시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","3100","경기 안성시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","2900","경기 안성시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","4400","경기 안성시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","4000","경기 안성시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","4100","경기 안성시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","3600","경기 안성시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","3800","경기 안성시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","4000","경기 광주시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","4100","경기 광주시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","3000","경기 하남시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","3900","경기 이천시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","4000","경기 이천시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","2300","경기 용인시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","2600","경기 용인시","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","2600","충북 음성군","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","2800","충북 음성군","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","4400","서울 강동구","일반","20200130"
"[기타양채]비타민","2kg","특(1등)","4100","서울 강동구","일반","20200130"
"[기타양채]베이비",".5kg","특(1등)","4500","서울 강동구","일반","20200130"
"[기타양채]베이비",".25kg","보통(3등)","2000","경기 광주시","일반","20200130"
"[기타양채]베이비",".5kg","특(1등)","3500","경기 광주시","일반","20200130"
"[기타양채]베이비",".05kg","보통(3등)","650","경기 광주시","일반","20200130"
"[기타양채]베이비",".25kg","보통(3등)","2500","경기 성남시","일반","20200130"
"[기타양채]베이비",".5kg","특(1등)","4000","경기 성남시","일반","20200130"
"[기타양채]베이비",".05kg","보통(3등)","650","경기 성남시","일반","20200130"
"[기타양채]베이비",".5kg","특(1등)","3700","경기 성남시","일반","20200130"
"[기타양채]베이비",".05kg","보통(3등)","650","경기 고양시","일반","20200130"
"[기타양채]베이비",".5kg","특(1등)","4000","서울 송파구","일반","20200130"
"[기타양채]베이비",".05kg","특(1등)","650","서울 송파구","일반","20200130"
"[기타양채]베이비",".05kg","특(1등)","600","경기 광주시","일반","20200130"
"[기타양채]베이비",".25kg","특(1등)","2100","경기 광주시","일반","20200130"
"[기타양채]베이비",".5kg","특(1등)","3700","경기 광주시","일반","20200130"
"[기타양채]베이비",".05kg","보통(3등)","600","경기 양평군","일반","20200130"
"[기타양채]베이비",".05kg","보통(3등)","800","서울 강동구","일반","20200130"
"[기타양채]방풍나물","2kg","특(1등)","8600","충남 금산군","일반","20200130"
"[기타양채]방울양배추","10kg","특(1등)","84000","제주 제주시","일반","20200130"
"[기타양채]방울양배추","10kg","특(1등)","52500","제주 제주시","일반","20200130"
"[기타양채]방울양배추","10kg","특(1등)","73500","제주 제주시","일반","20200130"
"[기타양채]방울양배추","10kg","특(1등)","42000","제주 제주시","일반","20200130"
"[기타양채]방울양배추","10kg","특(1등)","16800","제주 제주시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","16900","경남 진주시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","37700","경남 진주시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","48900","경기 파주시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","52200","경기 파주시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","56600","경기 파주시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","55500","경기 이천시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","55800","경기 이천시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","56100","경기 이천시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","52200","경기 이천시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","56600","충남 논산시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","56000","경기 이천시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","48900","경기 여주시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","52500","경기 여주시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","55500","경기 여주시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","65500","경기 안성시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","35500","대구 동구","일반","20200130"
"[기타양채]바실","1kg","특(1등)","69000","경기 안성시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","44900","대구 동구","일반","20200130"
"[기타양채]바실","1kg","특(1등)","61000","대구 동구","일반","20200130"
"[기타양채]바실","1kg","특(1등)","62000","충남 논산시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","56500","충남 논산시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","55900","충남 논산시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","60100","충남 논산시","일반","20200130"
"[기타양채]바실","1kg","특(1등)","53300","경기 이천시","일반","20200130"
"[기타양채]무순",".5kg","특(1등)","2000","경기 고양시","일반","20200130"
"[기타양채]무순",".05kg","특(1등)","220","경기 고양시","일반","20200130"
"[기타양채]무순",".05kg","특(1등)","230","경기 고양시","일반","20200130"
"[기타양채]무순",".15kg","특(1등)","600","경기 고양시","일반","20200130"
"[기타양채]롤라로사","2kg","특(1등)","6700","경남 밀양시","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","4800","경기 양평군","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","5200","경기 양평군","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","5100","경기 양평군","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","5300","경기 양평군","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","4900","경기 양평군","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","7200","경기 성남시","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","3900","경기 광명시","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","3500","경기 광명시","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","4900","경기 고양시","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","7500","서울 강동구","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","5500","서울 강동구","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","6000","서울 강동구","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","4500","서울 강동구","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","6000","경기 하남시","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","6500","경기 하남시","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","2000","경기 이천시","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","2300","경기 이천시","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","2600","경기 이천시","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","2800","경기 이천시","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","3100","서울 양천구","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","6300","서울 강동구","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","6600","서울 강동구","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","4600","서울 강동구","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","2600","경기 포천시","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","5000","서울 강동구","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","5200","서울 강동구","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","2900","서울 강동구","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","3000","서울 강동구","일반","20200130"
"[기타양채]로케트","1kg","특(1등)","4300","서울 강동구","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","1300","서울 송파구","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","6500","경기 여주시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","6600","경기 여주시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","5900","경기 성남시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","6500","경기 성남시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","5200","경기 성남시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","2500","경기 성남시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","3000","경남 밀양시","일반","20200130"
